parentid,objectid,title,object_location,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,image_small,image_thumb,image_alt_text,
am250_075,am250_076,Josiah Martin,https://www.ncpedia.org/martin-josiah,1737-1786,n,"Wegner, Ansley Herring",,"An article about Governor Josiah Martin, a loyalist during the Revolution",encyclopedia article,"American loyalists--North Carolina; Biography; Governors--North Carolina--Biography; North Carolina--History--American Revolutionary War, 1775-1783--Biography; North Carolina--History--1775-1865; North Carolina--History--Colonial period, ca. 1600-1775--Politics and government; United States--History--Revolution, 1775-1783","Dublin, Ireland; Antigua; New York; New Bern, North Carolina; London, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,"Read more about Governor Josiah Martin, a loyalist during the Revolutionary War",79
am250_075,am250_077,David Fanning,https://www.ncpedia.org/biography/fanning-david,1755-1825,n,"Butler, Lindley S.",,An article about Revolutionary loyalist David Fanning,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Beech Swamp, Virginia; Johnston County, North Carolina; Chatham County, North Carolina; Orange County, North Carolina; Randolph County, North Carolina; Canada",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist David Fanning,52
am250_075,am250_078,Howard Martin,https://www.ncpedia.org/biography/howard-martin,1725-1781,y,"Price, William S., Jr.",,An article about Revolutionary loyalist Howard Martin,encyclopedia article,"American loyalists--North Carolina; Biography; Judges--North Carolina--Biography; North Carolina--History--American Revolutionary War, 1775-1783--Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783","Rhode Island; Craven County, North Carolina; New York; England",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Martin Howard,52
am250_075,am250_079,Allan MacDonald,https://www.ncpedia.org/biography/macdonald-allan,1792,y,"Clifton, James M.",,An article about Revolutionary loyalist Allan MacDonald,encyclopedia article,"American loyalists--North Carolina; Biography; Moores Creek Bridge, Battle of, N.C., 1776; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; Scots--North Carolina--Immigration; United States--History--Revolution, 1775-1783--British forces","Kingsborough, Scotland; Anson County, North Carolina;  Fayetteville, North Carolina; Hants County, Nova Scotia, Canada",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Allan MacDonald,54
am250_075,am250_080,Flora MacDonald,https://www.ncpedia.org/biography/macdonald-flora-0,1722-1790,y,"Smith, Maud Thomas; Smythe, Andrea",,An article about Revolutionary loyalist Flora MacDonald,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783; Women heroes--Scotland--Biography","Milton, Scotland; Wilmington, North Carolina; Anson County, North Carolina;  Fayetteville, North Carolina; Kingsborough, Scotland",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Flora MacDonald,54
am250_075,am250_081,James Lindley,https://www.ncpedia.org/biography/lindley-james,1735-1779,n,"Butler, Lindley S.",,An article about Revolutionary loyalist James Lindley,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","London Grove, Pennsylvania; Orange County, North Carolina; Ninelty-Six District, South Carolina; Granville County, North Carolina; Craven County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist James Lindley,52
am250_075,am250_082,Murphy Steele,https://www.ncpedia.org/biography/steele-murphy,1749,y,"Kassa, Kemisa",,An article about Revolutionary loyalist Murphy Steele,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Wilmington, North Carolina; Nova Scotia, Canada",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Murphy Steele,52
am250_075,am250_083,Edmund Fanning,https://www.ncpedia.org/biography/fanning-edmund,1737-1818,n,"Engstrom, Mary Claire",,An article about Revolutionary loyalist Edmund Fanning,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Long Island, New York; Hillsborough, North Carolina; New York; Nova Scotia, Canada",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Edmund Fanning,53
am250_075,am250_084,Donald MacDonald,https://www.ncpedia.org/biography/macdonald-donald,1712-1784,y,"Clifton, James M.",,An article about Revolutionary loyalist Donald MacDonald,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Fayetteville, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Donald MacDonald,55
am250_075,am250_085,John Pyle,https://www.ncpedia.org/biography/pyle-john,1723-1804,n,"Troxler, George W.",,An article about Revolutionary loyalist John Pyle,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Chester County, Pennsylvania; Chatham County, North Carolina; Halifax, North Carolina; Alamance County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist John Pyle,48
am250_075,am250_086,John Moore,https://www.ncpedia.org/biography/moore-john,1753-1781,y,"Shelby, Bradford M.",,An article about Revolutionary loyalist John Moore,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Tryon County, North Carolina; Granville County, North Carolina; Camden, South Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist John Moore,49
am250_075,am250_087,Samuel Bryan,https://www.ncpedia.org/biography/bryan-samuel,1726-1798,y,"Bryan, John K. Jr.",,An article about Revolutionary loyalist Samuel Bryan,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Lancaster County, Pennsylvania; Winchester, Virginia; Anson County, North Carolina; Rowan County, North Carolina; Fayetteville, North Carolina; New York City, New York; Anson County, North Carolina; Camden, South Carolina; St. Augustine, Florida; Wilmington, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Samuel Bryan,51
am250_075,am250_088,John Hamilton,https://www.ncpedia.org/biography/hamilton-john,1816,n,"Menius, Arthur C., III; Troxler, Carole W.",,An article about Revolutionary loyalist John Hamilton,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Scotland; Nansemond County, Virginia; Halifax, North Carolina; New Bern, North Carolina; New York; Savannah, Georgia; St. Augustine, Florida; Londan, United Kingdom; Norfolk, Virginia",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist John Hamilton,52
am250_075,am250_089,John MacRae,https://www.ncpedia.org/biography/macrae-john,1774-1780,y,"Walster, Richard",,An article about Revolutionary loyalist and Gealic poet John MacRae,encyclopedia article,"American loyalists--North Carolina; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Kintain, Scotland; Moore County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist and Gaelic poet John MacRae,66
am250_075,am250_090,"Highland Regiment, North Carolina",https://www.ncpedia.org/highland-regiment-north-carolina,1776-1783,n,"Morton, Patrick",,An article about the loyalist Highland Regiment from North Carolina during the American Revolution,encyclopedia article,"American loyalists--North Carolina; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","Anson County, North Carolina; Cumberland County, North Carolina; Bladen County, North Carolina; Fayetteville, North Carolina; New York; Canada",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Highland regiment from North Carolina,76
am250_075,am250_091,Royal North Carolina Regiment,https://www.ncpedia.org/royal-north-carolina-regiment,1782-1783,n,"Troxler, Carole W.",,An article about the Royal North Carolina Regiment of the American Revolution,encyclopedia article,"American loyalists--North Carolina; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783--British forces","North Carolina; South Carolina; St. Augustine, Florida",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary Royal North Carolina Regiment,59
am250_075,am250_092,Tory,https://www.ncpedia.org/tory,,,"Norris, David A.",,"An article about the meaning of the term Tory, primarly focusing on what it meant during the Revolutionary War",encyclopedia article,"American loyalists--North Carolina; North Carolina--History--1775-1865; North Carolina--History--Colonial period, ca. 1600-1775--Politics and government; United States--History--Revolution, 1775-1783",North Carolina,,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about what the term Tory meant during the American Revolution,71
am250_075,am250_093,Loyalists in North Carolina,https://www.ncpedia.org/loyalists,,,"Troxler, Carole W.; Morgan, Laura",,A multi-part article about Loyalists during the American Revolution,encyclopedia article,"American loyalists--North Carolina; North Carolina--History--1775-1865; UUnited States--History--Revolution, 1775-1783--British forces",North Carolina,,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Loyalists in North Carolina during the American Revolution,74
,am250_094,Living history classroom: an educational service of the Tryon Palace Restoration,https://digital.ncdcr.gov/Documents/Detail/living-history-classroom-an-educational-service-of-the-tryon-palace-restoration-2006-fall/4383514?item=4412317,2006,n,Tryon Palace Commission,,A 2006 fall edition of a Tryon Palace Restoration newsletter focusing on the American Revolution,newsletter,"Tryon Palace (New Bern, N.C.)--Study and teaching--Periodicals; North Carolina--History--Colonial period, ca. 1600-1775--Study and teaching--Periodicals",North Carolina,,,"Tryon Palace Commission, Department of Natural and Cultural Resources",Library of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Read more about American Revolution in Living History Classroom,63
,am250_095,"Constitution of the United States as Approved by North Carolina, 1789",https://digital.ncdcr.gov/Documents/Detail/constitution-of-the-united-states-as-approved-by-north-carolina-1789/788120,1789,n,United State Congress,,A copy of the U.S. Constitution approved by North Carolina in 1789,constitution,Law--North Carolina; Constitutions--United States; Constitutional conventions--United States; North Carolina--Politics and government--1775-1865; North Carolina--History--1775-1865; United States. Constitution. 1st-10th Amendments,North Carolina,,,"United States Congress, North Carolina General Assembly",State Archives of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,View a digital copy of the United State Constitution approved by North Carolina in 1789,87
,am250_096,"Declaration of Rights, 1776",https://digital.ncdcr.gov/Documents/Detail/declaration-of-rights-1776/787673,1776,n,North Carolina General Assembly,,"This document provided for the basic Revolutionary freedoms given to North Carolina citizens. It described the citizens rights to popular sovereignty, separation of powers, freedom of religion, and other basic concepts that is considered their natural rights.",declaration,Law--North Carolina; Constitutions--United States; Constitutional conventions--United States; North Carolina--Politics and government--1775-1863; North Carolina--History--1775-1865; Freedom of religion; Natural law; Sovreignty; Separation of powers,North Carolina,,,North Carolina General Assembly,State Archives of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,View a digital copy of the United State Constitution approved by North Carolina in 1789,87
,am250_097,America's Semiquincentennial Committee :report to the 2026 session of the 2025 General Assembly of North Carolina,https://digital.ncdcr.gov/Documents/Detail/americas-semiquincentennial-committee-report-to-the-2026-session-of-the-2025-general-assembly-of-north-carolina/6497012?item=6497067,2026,n,"America's Semiquincentennial Committee, North Carolina General Assembly",,"A report from the Semiquincentennial Committee to the General Assembly on March 16, 2026",report,"United States Semiquincentennial, 2026--North Carolina; United States--Centennial celebrations, etc.",North Carolina,,,North Carolina General Assembly,Library of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,"View the report from the Semiquincentennial Committee given on March 16, 2026",77
,am250_098,Swansboro Bicentennial bicycle trail,https://digital.ncdcr.gov/Documents/Detail/swansboro-bicentennial-bicycle-trail/5671202?item=5671212,1983,n,Swansboro Bicentennial Committee,,A pamphlet about a bicycle tour through Swansboro historic points,pamphlet,Cycling--North Carolina--Swansboro; Bicycle trails--North Carolina--Swansboro,"Swansboro, North Carolina",,,North Carolina Department of Transportation,Library of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,View the pamphlet of a historic bicycle tour through Swansboro,62
,am250_099,The Why of the American Revolution,https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-1992-fall-v.32-no.1/3700401?item=5368391,1992,n,"Price, William S., Jr.",,An article from the Tar Heel Junior Historian about the American Revolution,newsletter article,"North Carolina--History--Periodicals; North Carolina--History--Societies, etc.--Periodicals",North Carolina,,,"North Carolina Museum of History, Tar Heel Junior Historian Association",Library of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Read an article about why the Amerian Revolution happened,57
,am250_100,Tar Heel Junior Historian: Independence and Early Statehood,https://digital.ncdcr.gov/Documents/Detail/tar-heel-junior-historian-1971-december-v.11-no.2/3704556?item=4498064,1971,n,Tar Heel Junior Historian Association; North Carolina Museum of History,,An edition of the NC Tar Heel Junior Historian focused on the American Revolution,magazine,"North Carolina--History--Periodicals; North Carolina--History--Societies, etc.--Periodicals",North Carolina,,,"North Carolina Museum of History, Tar Heel Junior Historian Association",Library of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Read articles in the December 1971 Tar Heel Junior Historian about the American Revolution,90
,am250_101,"""The American Revolution"" in Highland Scots of North Carolina",https://digital.ncdcr.gov/Documents/Detail/highland-scots-of-north-carolina/3692100?item=5356845,1963,n,"Carolina Charter Tercentenary Commission, Department of Natural and Cultural Resources",,A chapter on the American Revolution in Highland Scots of North Carolina,book,Scotland--Emigration and immigration--History; American loyalists; American loyalists--North Carolina; Scots--North Carolina--History,North Carolina; Scotland,,,North Carolina Department of Natural and Cultural Resources,Library of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Read the chapter about the American Revolution from Highland Scots of North Carolina,84
,am250_102,"America 250 NC, to be rather than to seem: planning guide for the 250th anniversary of the United States and North Carolina",https://digital.ncdcr.gov/Documents/Detail/america-250-nc-to-be-rather-than-to-seem-planning-guide-for-the-250th-anniversary-of-the-united-states-and-north-carolina/5799837?item=5799950,2023,n,North Carolina Department of Natural and Cultural Resources,,The planning guide for North Carolina's American 250 celebration,guide,Scotland--Emigration and immigration--History; American loyalists; American loyalists--North Carolina; Scots--North Carolina--History,North Carolina,,,North Carolina Department of Natural and Cultural Resources,Library of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,View the planning guide for North Carolina's celebration of America 250,71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
